205,3,1,4.058
206,4,1,4.059
207,5,1,4.060
208,6,1,4.060
209,7,1,4.059
210,1,1,4.059
211,2,1,4.059
213,3,1,4.060
213,4,1,4.061
214,5,1,4.062
215,6,1,4.062
216,7,1,4.060
218,1,1,4.061
219,2,1,4.061
220,3,1,4.062
220,4,1,4.063
221,5,1,4.063
222,6,1,4.064
223,7,1,4.062
225,1,1,4.063
226,2,1,4.063
227,3,1,4.064
228,4,1,4.065
228,5,1,4.065
230,6,1,4.066
231,7,1,4.064
232,1,1,4.065
233,2,1,4.066
233,3,1,4.066
234,4,1,4.067
235,5,1,4.068
236,6,1,4.068
237,7,1,4.067
239,1,1,4.067
240,2,1,4.068
240,3,1,4.069
241,4,1,4.069
242,5,1,4.070
243,6,1,4.070
244,7,1,4.069
245,1,1,4.069
246,2,1,4.070
247,3,1,4.071
248,4,1,4.071
249,5,1,4.072
250,6,1,4.072
251,7,1,4.071
252,1,1,4.072
253,2,1,4.072
254,3,1,4.073
255,4,1,4.074
256,5,1,4.074
257,6,1,4.075
258,7,1,4.073
259,1,1,4.074
260,2,1,4.074
261,3,1,4.075
262,4,1,4.076
263,5,1,4.077
264,6,1,4.077
265,7,1,4.076
266,1,1,4.076
267,2,1,4.077
268,3,1,4.078
269,4,1,4.078
270,5,1,4.079
271,6,1,4.079
273,1,1,4.072
274,2,1,4.073
275,3,1,4.073
276,4,1,4.074
277,5,1,4.075
278,6,1,4.075
279,7,1,4.074
280,1,1,4.074
281,2,1,4.075
282,3,1,4.075
283,4,1,4.076
284,5,1,4.077
285,6,1,4.077
286,7,1,4.076
287,1,1,4.076
288,2,1,4.076
289,3,1,4.077
290,4,1,4.078
291,5,1,4.078
292,6,1,4.078
293,7,1,4.077
294,1,1,4.078
295,2,1,4.078
296,3,1,4.079
297,4,1,4.080
299,5,1,4.080
299,6,1,4.080
300,7,1,4.079
301,1,1,4.079
302,2,1,4.080
303,3,1,4.081
304,4,1,4.081
305,5,1,4.082
306,6,1,4.082
307,7,1,4.081
308,1,1,4.082
309,2,1,4.082
310,3,1,4.083
311,4,1,4.083
313,5,1,4.084
313,6,1,4.084
314,7,1,4.083
318,3,3,4.084
324,2,6,4.085
324,3,1,4.086
325,4,1,4.087
326,5,1,4.087
327,6,1,4.088
328,7,1,4.086
329,1,1,4.087
330,2,1,4.088
331,3,1,4.088
333,4,1,4.089
333,5,1,4.090
334,6,1,4.090
335,7,1,4.088
336,1,1,4.089
337,2,1,4.089
338,3,1,4.090
339,4,1,4.091
340,5,1,4.091
341,6,1,4.091
342,7,1,4.090
343,1,1,4.091
344,2,1,4.091
345,3,1,4.092
346,4,1,4.092
347,5,1,4.093
348,6,1,4.093
349,7,1,4.092
350,1,1,4.093
351,2,1,4.093
352,3,1,4.093
353,4,1,4.094
354,5,1,4.095
355,6,1,4.095
356,7,1,4.093
357,1,1,4.094
358,2,1,4.095
359,3,1,4.095
360,4,1,4.095
361,5,1,4.096
362,6,1,4.096
363,7,1,4.094
364,1,1,4.095
365,2,1,4.096
367,4,2,4.097
368,5,1,4.097
369,6,1,4.097
370,7,1,4.095
371,1,1,4.096
372,2,1,4.097
373,3,1,4.097
374,4,1,4.097
375,5,1,4.098
376,6,1,4.098
377,7,1,4.097
378,1,1,4.097
379,2,1,4.097
380,3,1,4.098
381,4,1,4.098
382,5,1,4.099
383,6,1,4.099
384,7,1,4.098
385,1,1,4.098
386,2,1,4.098
387,3,1,4.099
388,4,1,4.099
389,5,1,4.100
390,6,1,4.100
391,7,1,4.098
392,1,1,4.098
393,2,1,4.098
394,3,1,4.099
395,4,1,4.099
396,5,1,4.100
397,6,1,4.100
398,7,1,4.099
399,1,1,4.099
400,2,1,4.100
401,3,1,4.100
402,4,1,4.101
403,5,1,4.102
405,6,1,4.102
405,7,1,4.100
406,1,1,4.101
407,2,1,4.101
408,3,1,4.102
409,4,1,4.102
410,5,1,4.103
411,6,1,4.103
413,1,2,4.102
414,2,1,4.103
415,3,1,4.103
416,4,1,4.104
417,5,1,4.104
418,6,1,4.105
419,7,1,4.103
420,1,1,4.104
421,2,1,4.104
422,3,1,4.105
423,4,1,4.105
424,5,1,4.106
425,6,1,4.106
426,7,1,4.105
427,1,1,4.105
428,2,1,4.105
429,3,1,4.106
430,4,1,4.106
431,5,1,4.107
432,6,1,4.107
433,7,1,4.106
434,1,1,4.106
435,2,1,4.107
436,3,1,4.108
437,4,1,4.108
438,5,1,4.109
439,6,1,4.109
440,7,1,4.108
441,1,1,4.108
442,2,1,4.109
443,3,1,4.109
444,4,1,4.110
445,5,1,4.110
446,6,1,4.111
447,7,1,4.110
455,7,7,4.111
461,6,2,4.114
461,7,1,4.113
465,2,2,4.114
465,3,1,4.115
465,4,1,4.116
466,5,1,4.116
467,6,1,4.116
468,7,1,4.115
469,1,1,4.116
470,2,1,4.117
473,5,3,4.118
474,6,1,4.119
475,7,1,4.118
477,1,1,4.118
477,2,1,4.119
478,3,1,4.120
479,4,1,4.120
480,5,1,4.121
481,6,1,4.121
482,7,1,4.120
483,1,1,4.120
484,2,1,4.121
485,3,1,4.121
486,4,1,4.122
489,6,2,4.123
498,2,2,4.124
503,5,3,4.126
503,6,1,4.126
503,7,1,4.124
505,1,1,4.125
507,3,2,4.126
508,4,1,4.127
509,5,1,4.127
510,6,1,4.128
511,7,1,4.126
512,1,1,4.127
513,2,1,4.128
515,4,2,4.129
516,5,1,4.129
517,6,1,4.130
518,7,1,4.128
519,1,1,4.129
520,2,1,4.129
521,3,1,4.130
526,4,1,4.130
526,5,1,4.131
526,6,1,4.131
526,7,1,4.130
526,1,1,4.130
527,2,1,4.131
528,3,1,4.131
529,4,1,4.132
530,5,1,4.132
531,6,1,4.133
532,7,1,4.132
533,1,1,4.132
534,2,1,4.133
535,3,1,4.133
536,4,1,4.134
537,5,1,4.134
538,6,1,4.134
544,5,6,4.136
545,6,1,4.136
546,7,1,4.134
547,1,1,4.135
548,2,1,4.135
549,3,1,4.136
550,4,1,4.136
551,5,1,4.137
552,6,1,4.137
553,7,1,4.136
554,1,1,4.136
555,2,1,4.137
556,3,1,4.138
557,4,1,4.138
558,5,1,4.139
559,6,1,4.139
560,7,1,4.138
562,2,2,4.139
563,3,1,4.140
564,4,1,4.141
565,5,1,4.141
566,6,1,4.141
567,7,1,4.140
568,1,1,4.140
569,2,1,4.141
570,3,1,4.142
571,4,1,4.142
572,5,1,4.143
573,6,1,4.143
574,7,1,4.142
575,1,1,4.141
576,2,1,4.142
577,3,1,4.143
578,4,1,4.143
579,5,1,4.144
580,6,1,4.144
581,7,1,4.143
582,1,1,4.143
583,2,1,4.144
584,3,1,4.144
585,4,1,4.145
586,5,1,4.146
587,6,1,4.146
588,7,1,4.145
589,1,1,4.145
590,2,1,4.146
591,3,1,4.147
592,4,1,4.147
593,5,1,4.148
594,6,1,4.148
595,7,1,4.147
596,1,1,4.147
597,2,1,4.148
598,3,1,4.149
599,4,1,4.149
600,5,1,4.150
601,6,1,4.150
602,7,1,4.148
603,1,1,4.149
604,2,1,4.150
605,3,1,4.150
606,4,1,4.151
607,5,1,4.151
608,6,1,4.152
609,7,1,4.151
610,1,1,4.151
611,2,1,4.152
612,3,1,4.152
613,4,1,4.153
614,5,1,4.153
615,6,1,4.154
616,7,1,4.152
617,1,1,4.153
618,2,1,4.153
619,3,1,4.154
620,4,1,4.154
621,5,1,4.155
622,6,1,4.155
623,7,1,4.154
624,1,1,4.154
625,2,1,4.155
626,3,1,4.156
627,4,1,4.156
628,5,1,4.156
629,6,1,4.156
630,7,1,4.154
631,1,1,4.155
632,2,1,4.156
633,3,1,4.156
634,4,1,4.157
635,5,1,4.157
636,6,1,4.158
638,1,1,4.153
639,2,1,4.154
640,3,1,4.154
641,4,1,4.155
642,5,1,4.156
643,6,1,4.156
644,7,1,4.155
645,1,1,4.155
646,2,1,4.155
647,3,1,4.156
648,4,1,4.156
649,5,1,4.157
650,6,1,4.157
651,7,1,4.156
652,1,1,4.156
653,2,1,4.157
654,3,1,4.157
655,4,1,4.157
656,5,1,4.158
657,6,1,4.158
658,7,1,4.157
659,1,1,4.158
660,2,1,4.158
661,3,1,4.159
662,4,1,4.160
663,5,1,4.161
664,6,1,4.161
665,7,1,4.159
666,1,1,4.160
667,2,1,4.161
668,3,1,4.161
669,4,1,4.161
670,5,1,4.162
671,6,1,4.162
672,7,1,4.160
673,1,1,4.161
674,2,1,4.162
675,3,1,4.162
676,4,1,4.163
677,5,1,4.163
678,6,1,4.163
679,7,1,4.162
680,1,1,4.162
681,2,1,4.163
682,3,1,4.163
683,4,1,4.164
684,5,1,4.164
686,7,2,4.164
687,1,1,4.164
688,2,1,4.164
689,3,1,4.165
690,4,1,4.166
691,5,1,4.166
692,6,1,4.167
693,7,1,4.166
694,1,1,4.165
695,2,1,4.166
696,3,1,4.167
697,4,1,4.167
698,5,1,4.168
699,6,1,4.168
700,7,1,4.167
701,1,1,4.167
702,2,1,4.168
703,3,1,4.168
704,4,1,4.169
705,5,1,4.169
706,6,1,4.169
707,7,1,4.168
708,1,1,4.168
709,2,1,4.169
710,3,1,4.169
711,4,1,4.170
712,5,1,4.170
713,6,1,4.170
714,7,1,4.169
715,1,1,4.170
716,2,1,4.170
717,3,1,4.170
718,4,1,4.171
719,5,1,4.171
720,6,1,4.171
721,7,1,4.170
722,1,1,4.171
723,2,1,4.171
724,3,1,4.172
725,4,1,4.172
726,5,1,4.173
727,6,1,4.173
728,7,1,4.172
729,1,1,4.172
730,2,1,4.173
731,3,1,4.173
732,4,1,4.174
733,5,1,4.175
734,6,1,4.175
735,7,1,4.174
736,1,1,4.174
737,2,1,4.174
738,3,1,4.175
739,4,1,4.175
740,5,1,4.176
741,6,1,4.176
742,7,1,4.175
743,1,1,4.175
744,2,1,4.175
745,3,1,4.176
746,4,1,4.176
747,5,1,4.177
748,6,1,4.177
749,7,1,4.176
750,1,1,4.175
751,2,1,4.175
752,3,1,4.176
753,4,1,4.177
754,5,1,4.177
755,6,1,4.177
756,7,1,4.176
757,1,1,4.176
758,2,1,4.177
759,3,1,4.177
760,4,1,4.177
761,5,1,4.178
762,6,1,4.178
763,7,1,4.176
764,1,1,4.177
765,2,1,4.177
766,3,1,4.178
767,4,1,4.178
768,5,1,4.179
769,6,1,4.179
770,7,1,4.178
771,1,1,4.178
772,2,1,4.179
773,3,1,4.179
774,4,1,4.180
775,5,1,4.180
776,6,1,4.180
777,7,1,4.180
778,1,1,4.179
779,2,1,4.180
780,3,1,4.180
781,4,1,4.181
815,3,1,4.186
816,4,1,4.187
817,5,1,4.187
818,6,1,4.188
819,7,1,4.187
820,1,1,4.186
821,2,1,4.187
822,3,1,4.187
823,4,1,4.188
824,5,1,4.188
825,6,1,4.188
826,7,1,4.187
827,1,1,4.187
828,2,1,4.188
829,3,1,4.188
830,4,1,4.189
831,5,1,4.189
832,6,1,4.189
833,7,1,4.188
834,1,1,4.189
835,2,1,4.189
836,3,1,4.190
837,4,1,4.190
838,5,1,4.190
839,6,1,4.191
840,7,1,4.189
841,1,1,4.190
